Company,Description,Experience,Function Area,Job Title,Location,Posting Date,Salary,Scraping Date,Tags
Innisfree, Roles and Responsibilities Job Holder’s reporting: Brand Manager Responsibilities: 1. E...,0-3 Yrs,Ecommerce Jobs,Ecommerce Executive(Sulwhasoo) For Innisfree,Gurgaon,7 Days Ago,"6,00,000 - 7,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">sales opportunities</li><li class=""fleft fs12 grey-text lh16 dot"">Maintaining relationships</li><li class=""fleft fs12 grey-text lh16 dot"">marketing activities</li><li class=""fleft fs12 grey-text lh16 dot"">Online Marketplaces</li><li class=""fleft fs12 grey-text lh16 dot"">Promotional Campaigns</li><li class=""fleft fs12 grey-text lh16 dot"">continuous feedback</li><li class=""fleft fs12 grey-text lh16 dot"">Negotiating margins</li><li class=""fleft fs12 grey-text lh16 dot"">Plan and execute category</li></ul>"
Tryzens India Pvt Ltd, We are looking for an experienced eCommerce Trading Manager to join our growing team. T...,5-10 Yrs,Ecommerce Jobs,eCommerce Trading Manager,Trivandrum,2 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">ecommerce consultant</li><li class=""fleft fs12 grey-text lh16 dot"">online marketing</li><li class=""fleft fs12 grey-text lh16 dot"">ecommerce r&amp;d</li><li class=""fleft fs12 grey-text lh16 dot"">e commerce manager</li><li class=""fleft fs12 grey-text lh16 dot"">web analytics</li><li class=""fleft fs12 grey-text lh16 dot"">stakeholder management</li><li class=""fleft fs12 grey-text lh16 dot"">product pricing</li><li class=""fleft fs12 grey-text lh16 dot"">content management</li></ul>"
SYNDICATE INNOVATIONS INTERNATIONAL LTD., Should have good English communication skills Graduate / P.G./MBA will be preferred Sho...,3-8 Yrs,Ecommerce Jobs,eCommerce Executive/Digital Marketing Manager,Ghaziabad,2 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">E-commerce</li><li class=""fleft fs12 grey-text lh16 dot"">Order Processing</li><li class=""fleft fs12 grey-text lh16 dot"">SEO</li></ul>"
Webwingz Software Pvt Ltd, We're looking for an eCommerce operator/specialist who can help us with order fulfilmen...,0-4 Yrs,Ecommerce Jobs,Ecommerce Specialist,Pune,11 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Coo</li><li class=""fleft fs12 grey-text lh16 dot"">Excel</li><li class=""fleft fs12 grey-text lh16 dot"">Stock management</li><li class=""fleft fs12 grey-text lh16 dot"">Test management</li><li class=""fleft fs12 grey-text lh16 dot"">Online sales</li><li class=""fleft fs12 grey-text lh16 dot"">E-commerce</li><li class=""fleft fs12 grey-text lh16 dot"">Customer support</li><li class=""fleft fs12 grey-text lh16 dot"">Web designing</li></ul>"
Farmhive Private Limited, institute change when necessary and appropriateQualification : Post Graduate / BTech / ...,7-10 Yrs,Ecommerce Jobs,Engineering Director - Ecommerce,Mumbai(Marol),4 Days Ago,"7,00,000 - 10,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Communication Skills</li><li class=""fleft fs12 grey-text lh16 dot"">Program Management</li><li class=""fleft fs12 grey-text lh16 dot"">People Leadership</li><li class=""fleft fs12 grey-text lh16 dot"">Accounting</li><li class=""fleft fs12 grey-text lh16 dot"">Computer Science</li><li class=""fleft fs12 grey-text lh16 dot"">Commerce</li><li class=""fleft fs12 grey-text lh16 dot"">Quality Management</li></ul>"
Born Commerce Private Limited, To gather and understand applications test automation requirementsTo design automation ...,6-9 Yrs,Ecommerce Jobs,BORN : An Ecommerce expert looking For Sr.Automation Engineers,Chennai,1 Day Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Jenkins</li><li class=""fleft fs12 grey-text lh16 dot"">Java</li><li class=""fleft fs12 grey-text lh16 dot"">GIT</li><li class=""fleft fs12 grey-text lh16 dot"">Selenium</li></ul>"
Connexio Search Private Limited, Role type: full timeMinimum of 2 years of experience in RDBMSExperience with E-commerce...,5-9 Yrs,Ecommerce Jobs,Software Developer - B2B Ecommerce Client,Bengaluru(Koramangala),12 Days Ago,"20,00,000 - 35,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">c++</li><li class=""fleft fs12 grey-text lh16 dot"">e - commerce</li><li class=""fleft fs12 grey-text lh16 dot"">node.js</li><li class=""fleft fs12 grey-text lh16 dot"">java</li><li class=""fleft fs12 grey-text lh16 dot"">software development</li><li class=""fleft fs12 grey-text lh16 dot"">rdbms</li><li class=""fleft fs12 grey-text lh16 dot"">supply chain</li><li class=""fleft fs12 grey-text lh16 dot"">rail</li></ul>"
Ardee Komfab Pvt. Ltd.," online Order handling and dispatch on market places like amazon, flipkart, limeroad, sn...",0-5 Yrs,Ecommerce Jobs,Ecommerce Executive,Manesar,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Executive Assistant</li><li class=""fleft fs12 grey-text lh16 dot"">Office Assistance</li><li class=""fleft fs12 grey-text lh16 dot"">e - commerce executive assistant</li><li class=""fleft fs12 grey-text lh16 dot"">Personal Assistance</li><li class=""fleft fs12 grey-text lh16 dot"">Coordination</li><li class=""fleft fs12 grey-text lh16 dot"">e - commerce executive</li><li class=""fleft fs12 grey-text lh16 dot"">ecommerce executive</li><li class=""fleft fs12 grey-text lh16 dot"">Back Office Operations</li></ul>"
Advee Consulting, Superior project management skills to manage multi-engineer projects and experience of ...,9-14 Yrs,Ecommerce Jobs,Manager - Engineering - Online/ eCommerce ,"Mumbai, Bengaluru",4 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">P</li><li class=""fleft fs12 grey-text lh16 dot"">Product Management</li><li class=""fleft fs12 grey-text lh16 dot"">Project Management</li><li class=""fleft fs12 grey-text lh16 dot"">Engineering Management</li><li class=""fleft fs12 grey-text lh16 dot"">Continuous Improvement</li><li class=""fleft fs12 grey-text lh16 dot"">Agile</li><li class=""fleft fs12 grey-text lh16 dot"">Technology Solutions</li><li class=""fleft fs12 grey-text lh16 dot"">E-commerce</li></ul>"
Rashi Peripherals Pvt Ltd, Candidates from an ecommerce work experience background need to applyGraduate with 3- 4...,2-3 Yrs,Ecommerce Jobs,Order Processing / Ecommerce Executive,Hyderabad,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Order Management</li><li class=""fleft fs12 grey-text lh16 dot"">Time Management</li><li class=""fleft fs12 grey-text lh16 dot"">Problem Resolution</li><li class=""fleft fs12 grey-text lh16 dot"">Backend Operations</li><li class=""fleft fs12 grey-text lh16 dot"">Online Sales</li><li class=""fleft fs12 grey-text lh16 dot"">Order Fulfillment</li><li class=""fleft fs12 grey-text lh16 dot"">Logistics</li><li class=""fleft fs12 grey-text lh16 dot"">E - commerce</li></ul>"
SASTASUNDAR HEALTHBUDDY LIMITED ," Proficient in learning companys tools to manage and maintain product master, categories...",2-7 Yrs,Ecommerce Jobs,Urgently Required - eCommerce Catalog Ex / Sr Exe,Kolkata,Just Now,"50,000 - 3,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Category Management</li><li class=""fleft fs12 grey-text lh16 dot"">Search Engine</li><li class=""fleft fs12 grey-text lh16 dot"">E-commerce</li><li class=""fleft fs12 grey-text lh16 dot"">Catalog Management</li></ul>"
Autodesk India Pvt Ltd," Position Overview We re looking for a highly motivated and experienced Manager, Digital...",5-10 Yrs,Ecommerce Jobs,Digital & eCommerce Manager,Bengaluru,11 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Market analysis</li><li class=""fleft fs12 grey-text lh16 dot"">Social media</li><li class=""fleft fs12 grey-text lh16 dot"">SEM</li><li class=""fleft fs12 grey-text lh16 dot"">Autodesk</li><li class=""fleft fs12 grey-text lh16 dot"">SEO</li><li class=""fleft fs12 grey-text lh16 dot"">Digital marketing</li><li class=""fleft fs12 grey-text lh16 dot"">Merchandising</li><li class=""fleft fs12 grey-text lh16 dot"">Analytics</li></ul>"
EndeavorITSolution, Software Programmer - PHP/ Mysql/ Html/ CSS - Ecommerce Develop features into existing ...,0-2 Yrs,Ecommerce Jobs,Software Programmer - PHP/ Mysql/ Html/ CSS - Ecommerce,Indore,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Technical product configuration</li><li class=""fleft fs12 grey-text lh16 dot"">c++</li><li class=""fleft fs12 grey-text lh16 dot"">C</li><li class=""fleft fs12 grey-text lh16 dot"">design</li><li class=""fleft fs12 grey-text lh16 dot"">MySQL</li><li class=""fleft fs12 grey-text lh16 dot"">JavaScript</li><li class=""fleft fs12 grey-text lh16 dot"">integration PHP</li><li class=""fleft fs12 grey-text lh16 dot"">HTML</li></ul>"
BENCHMARK INTERNET & TECHNOLOGY SERVICES PRIVATE LIMITED," Activities are related to selling on various marketplaces (such as eBay, Amazon) & uplo...",0-2 Yrs,Ecommerce Jobs,Opening For E-commerce Executive | US Ecommerce Business | Minto Park,Kolkata(Minto Park),5 Days Ago,"1,00,000 - 2,25,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Spoken English</li><li class=""fleft fs12 grey-text lh16 dot"">ecommerce design</li><li class=""fleft fs12 grey-text lh16 dot"">Advanced Excel</li><li class=""fleft fs12 grey-text lh16 dot"">Photo Editing</li><li class=""fleft fs12 grey-text lh16 dot"">Ecommerce Development</li><li class=""fleft fs12 grey-text lh16 dot"">Excel Sheet</li><li class=""fleft fs12 grey-text lh16 dot"">Photoshop</li><li class=""fleft fs12 grey-text lh16 dot"">eCommerce Executive</li></ul>"
San Dee Clothing Co, Good Excel knowledge is mustShould be able to write and speak EnglishRequired Candidate...,2-3 Yrs,Ecommerce Jobs,eCommerce Executive,Delhi NCR(Okhla),30+ Days Ago,"1,75,000 - 2,25,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Catalog Associate</li><li class=""fleft fs12 grey-text lh16 dot"">Online Retail</li><li class=""fleft fs12 grey-text lh16 dot"">Online Marketing</li><li class=""fleft fs12 grey-text lh16 dot"">Catalog Management</li><li class=""fleft fs12 grey-text lh16 dot"">Online Sales</li><li class=""fleft fs12 grey-text lh16 dot"">eCommerce Executive</li><li class=""fleft fs12 grey-text lh16 dot"">ecommerce assistant</li></ul>"
Schneider Saddlery, Nature of Job: Remote Position Summary We re looking for a Technical Ecommerce Project ...,3-5 Yrs,Ecommerce Jobs,Technical Ecommerce Manager,Remote,4 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Computer science</li><li class=""fleft fs12 grey-text lh16 dot"">ERP</li><li class=""fleft fs12 grey-text lh16 dot"">Email marketing</li><li class=""fleft fs12 grey-text lh16 dot"">Javascript</li><li class=""fleft fs12 grey-text lh16 dot"">HTML</li><li class=""fleft fs12 grey-text lh16 dot"">Budgeting</li><li class=""fleft fs12 grey-text lh16 dot"">EDI</li><li class=""fleft fs12 grey-text lh16 dot"">Digital marketing</li></ul>"
Quality Solutions," Must have vision of understanding project, layout development skills, imagination and c...",2-5 Yrs,Ecommerce Jobs,Requirement For the position of Ecommerce open cart developer,Mumbai,8 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">web developer open cart</li><li class=""fleft fs12 grey-text lh16 dot"">digital marketing</li><li class=""fleft fs12 grey-text lh16 dot"">eCommerce marketing</li><li class=""fleft fs12 grey-text lh16 dot"">open cart</li></ul>"
SIM Solutions Private Limited ," Responsible for: Delivery of new projects Work with onboarding, Tech. Teams Manage qual...",2-7 Yrs,Ecommerce Jobs,Delivery Manager - eCommerce Technologies,Delhi(Vikas Puri),13 Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Team Management</li><li class=""fleft fs12 grey-text lh16 dot"">Websphere Commerce Suite</li><li class=""fleft fs12 grey-text lh16 dot"">Sterling Commerce</li><li class=""fleft fs12 grey-text lh16 dot"">Client Onboarding</li><li class=""fleft fs12 grey-text lh16 dot"">Client Relationship Management</li><li class=""fleft fs12 grey-text lh16 dot"">E-commerce</li><li class=""fleft fs12 grey-text lh16 dot"">Software Project</li><li class=""fleft fs12 grey-text lh16 dot"">Atg Commerce</li></ul>"
MAUVE TECHNOLOGIES," JOB ROLE We are working on building a big, disruptive, high-end, pan-India eCommerce we...",14-18 Yrs,Ecommerce Jobs,"Fresher ? Software Developer (PHP/MySQL, eCommerce, WordPress)",Noida,Today,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">MySQL</li><li class=""fleft fs12 grey-text lh16 dot"">Web development</li><li class=""fleft fs12 grey-text lh16 dot"">Wordpress</li><li class=""fleft fs12 grey-text lh16 dot"">Mentor</li><li class=""fleft fs12 grey-text lh16 dot"">PHP</li><li class=""fleft fs12 grey-text lh16 dot"">E-commerce</li></ul>"
Future Focus Infotech Pvt. Ltd. , Greetings...We have Opening for JD Edwards (ERP) Enterprise one Technical developer / J...,3-7 Yrs,ERP Jobs,Opening:JDEdwards ERP Enterpriseone Technical devp/payroll func_Mumbai,Mumbai,8 Days Ago,"2,00,000 - 6,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">JD Edwards</li><li class=""fleft fs12 grey-text lh16 dot"">ERP</li><li class=""fleft fs12 grey-text lh16 dot"">Payroll functional consultant</li></ul>"
Emerging Alliance, Were looking for ERP Fresher / Experience History of delivering complete ERP systems at...,0-2 Yrs,ERP Jobs,Looking For Passionate ERP Functional Consultant-trainee,Chennai,30+ Days Ago,"80,000 - 3,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">production</li><li class=""fleft fs12 grey-text lh16 dot"">sap business one</li><li class=""fleft fs12 grey-text lh16 dot"">crystal report</li><li class=""fleft fs12 grey-text lh16 dot"">erp implementation</li><li class=""fleft fs12 grey-text lh16 dot"">purchase</li><li class=""fleft fs12 grey-text lh16 dot"">logistics</li><li class=""fleft fs12 grey-text lh16 dot"">erp functional</li><li class=""fleft fs12 grey-text lh16 dot"">mrp</li></ul>"
C&S Electric Ltd , Should have developed customized form and reports Should be fluent and conversant with ...,4-7 Yrs,ERP Jobs,Assistant Manager - ERP ( Navision),Delhi(Okhla),1 Day Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">NAV</li><li class=""fleft fs12 grey-text lh16 dot"">Navision implementation</li><li class=""fleft fs12 grey-text lh16 dot"">Microsoft Dynamics NAV</li><li class=""fleft fs12 grey-text lh16 dot"">Microsoft Dynamics Navision</li><li class=""fleft fs12 grey-text lh16 dot"">navision</li><li class=""fleft fs12 grey-text lh16 dot"">ERP Navision</li></ul>"
Rama Associates, 4. ERP Functional and Technical Consultant: We are hunting for experienced functional a...,2-5 Yrs,ERP Jobs,ERP Functional and Technical Consultant,Mumbai,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">ERP</li><li class=""fleft fs12 grey-text lh16 dot"">Consultant 4</li><li class=""fleft fs12 grey-text lh16 dot"">Microsoft Dynamics Navision</li><li class=""fleft fs12 grey-text lh16 dot"">ERP functional</li><li class=""fleft fs12 grey-text lh16 dot"">ERP Navision</li></ul>"
Aptean India Pvt Ltd. , May be required to design solutions and prepare design specificationsMay be required to...,8-13 Yrs,ERP Jobs,Principal Consultant with ERP Implementation (Microsoft Dynamics NAV),Bengaluru,Today,"14,00,000 - 24,00,000 PA.",2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">ERP Implementation</li><li class=""fleft fs12 grey-text lh16 dot"">Functional Consultancy</li><li class=""fleft fs12 grey-text lh16 dot"">Microsoft Dynamics NAV</li></ul>"
Isyx Technologies, KEY ACCOUNTABILITIES Execute new implementation and support projects for domestic and i...,4-8 Yrs,ERP Jobs,ERP Consulting SCM Consultant JD,India,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">erp consulting</li><li class=""fleft fs12 grey-text lh16 dot"">SCM</li></ul>"
KARMAA SOLUTIONS, Bachelors degreeShould have sound technical as well as functional skill including famil...,10-20 Yrs,ERP Jobs,ERP Implementer-Africa,Africa,30+ Days Ago,Not disclosed,2020-07-22,"<ul class=""tags has-description""><li class=""fleft fs12 grey-text lh16 dot"">Customer Relationship</li><li class=""fleft fs12 grey-text lh16 dot"">Business Intelligence</li><li class=""fleft fs12 grey-text lh16 dot"">ERP</li><li class=""fleft fs12 grey-text lh16 dot"">ERP Implementation</li><li class=""fleft fs12 grey-text lh16 dot"">Relationship Management</li><li class=""fleft fs12 grey-text lh16 dot"">Consutant</li><li class=""fleft fs12 grey-text lh16 dot"">Implementation</li></ul>"
